Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,,
1991.12,388.51,12.2,15.97,137.9,1991.96,7.09,724.45,22.75,258043,29.78,10607.05,18.44
1992.01,416.08,12.24,16.05,138.1,1992.04,7.03,774.73,22.79,276630.88,29.88,10668.65,19.77
1992.02,412.56,12.28,16.12,138.6,1992.12,7.34,765.41,22.78,273979.01,29.91,10707.4,19.58
1992.03,407.36,12.32,16.19,139.3,1992.21,7.54,751.96,22.74,269844.67,29.89,10724.63,19.28
1992.04,407.41,12.32,16.48,139.5,1992.29,7.48,750.97,22.71,270169.98,30.38,10930.74,19.3
1992.05,414.81,12.32,16.77,139.7,1992.37,7.39,763.52,22.68,275363.26,30.86,11130.24,19.66
1992.06,408.27,12.32,17.05,140.2,1992.46,7.26,748.8,22.6,270734.36,31.27,11306.29,19.32
1992.07,415.05,12.34,17.38,140.5,1992.54,6.84,759.61,22.59,275323.31,31.81,11529.02,19.62
1992.08,417.93,12.37,17.71,140.9,1992.62,6.59,762.71,22.57,277128.4,32.32,11743.46,19.72
1992.09,418.48,12.4,18.04,141.3,1992.71,6.42,761.55,22.57,277390.82,32.83,11957.87,19.71
1992.1,412.5,12.39,18.39,141.8,1992.79,6.59,748.02,22.46,273144.63,33.35,12177.28,19.37
1992.11,422.84,12.38,18.74,142,1992.87,6.87,765.69,22.42,280279.46,33.94,12421.81,19.83
1992.12,435.64,12.39,19.09,141.9,1992.96,6.77,789.43,22.45,289652.31,34.59,12692.73,20.45
1993.01,435.23,12.41,19.34,142.6,1993.04,6.6,784.81,22.38,288643.6,34.87,12826.25,20.32
1993.02,441.7,12.45,19.59,143.1,1993.12,6.26,793.7,22.37,292596.44,35.2,12977.05,20.55
1993.03,450.16,12.48,19.84,143.6,1993.21,5.98,806.08,22.35,297848.85,35.53,13127.16,20.86
1993.04,443.08,12.49,19.67,144,1993.29,5.97,791.2,22.31,293036.95,35.12,13009.02,20.46
1993.05,445.25,12.51,19.5,144.2,1993.37,6.04,793.97,22.3,294752.02,34.77,12908.85,20.52
1993.06,448.06,12.52,19.33,144.4,1993.46,5.96,797.88,22.29,296891.12,34.42,12808.34,20.61
1993.07,447.29,12.52,19.69,144.4,1993.54,5.81,796.51,22.29,297072.24,35.06,13077.32,20.56
1993.08,454.13,12.52,20.05,144.8,1993.62,5.68,806.45,22.23,301472.93,35.61,13310.14,20.81
1993.09,459.24,12.52,20.41,145.1,1993.71,5.36,813.84,22.19,304926.05,36.17,13551.83,20.99
1993.1,463.9,12.54,20.9,145.7,1993.79,5.33,818.72,22.13,307442.75,36.89,13851.16,21.11
1993.11,462.89,12.56,21.39,145.8,1993.87,5.72,816.37,22.15,307256.17,37.72,14198.21,21.04
1993.12,465.95,12.58,21.89,145.8,1993.96,5.77,821.77,22.19,309983.19,38.61,14562.79,21.16
1994.01,472.99,12.62,22.16,146.2,1994.04,5.75,831.9,22.2,314503.69,38.97,14732.58,21.41
1994.02,471.58,12.67,22.43,146.7,1994.12,5.97,826.6,22.2,313196.89,39.32,14898.94,21.26
1994.03,463.81,12.71,22.71,147.2,1994.21,6.48,810.21,22.2,307691.22,39.67,15065.8,20.83
1994.04,447.23,12.75,23.54,147.4,1994.29,6.97,780.19,22.25,296993.58,41.07,15632.29,20.06
1994.05,450.9,12.8,24.37,147.5,1994.37,7.18,786.06,22.31,299935.41,42.48,16210.75,20.2
1994.06,454.83,12.84,25.2,148,1994.46,7.1,790.23,22.31,302236.84,43.78,16745.53,20.29
1994.07,451.4,12.87,25.91,148.4,1994.54,7.3,782.16,22.3,299859.84,44.9,17211.72,20.07
1994.08,464.24,12.9,26.62,149,1994.62,7.24,801.17,22.26,307858.7,45.94,17652.94,20.54
1994.09,466.96,12.92,27.33,149.4,1994.71,7.46,803.71,22.24,309545.45,47.04,18116.92,20.58
1994.1,463.81,13.01,28.42,149.5,1994.79,7.74,797.75,22.38,307970.07,48.88,18870.89,20.4
1994.11,461.01,13.1,29.51,149.7,1994.87,7.96,791.87,22.5,306425.62,50.69,19614.8,20.21
1994.12,455.19,13.17,30.6,149.7,1994.96,7.81,781.88,22.62,303286.65,52.56,20388.35,19.91
1995.01,465.25,13.18,31.25,150.3,1995.04,7.78,795.97,22.55,309480.88,53.46,20787.27,20.22
1995.02,481.92,13.18,31.9,150.9,1995.12,7.47,821.21,22.46,320022.71,54.36,21183.44,20.8
1995.03,493.15,13.17,32.55,151.4,1995.21,7.2,837.57,22.37,327124.97,55.28,21591.64,21.15
1995.04,507.91,13.24,33.18,151.9,1995.29,7.06,859.8,22.42,336536.49,56.16,21982.58,21.64
1995.05,523.81,13.31,33.8,152.2,1995.37,6.63,884.97,22.48,347120.86,57.11,22400.93,22.2
1995.06,539.35,13.36,34.43,152.5,1995.46,6.17,909.43,22.53,357452.2,58.05,22818.35,22.72
1995.07,557.37,13.44,34.68,152.5,1995.54,6.28,939.81,22.66,370137.16,58.48,23030.23,23.38
1995.08,559.11,13.51,34.93,152.9,1995.62,6.49,940.28,22.72,371067.01,58.74,23182.15,23.28
1995.09,578.77,13.58,35.18,153.2,1995.71,6.2,971.44,22.79,384112.25,59.05,23347.91,23.95
1995.1,582.92,13.65,34.77,153.7,1995.79,6.04,975.22,22.84,386360.44,58.18,23047.81,23.93
1995.11,595.53,13.72,34.37,153.6,1995.87,5.93,996.97,22.97,395733.65,57.53,22836.9,24.35
1995.12,614.57,13.79,33.96,153.5,1995.96,5.71,1029.51,23.1,409416.03,56.89,22623.57,25.03
1996.01,614.42,13.89,33.99,154.4,1996.04,5.65,1023.26,23.14,407696.99,56.6,22551.8,24.76
1996.02,649.54,14,34.01,154.9,1996.12,5.81,1078.26,23.23,430381.02,56.46,22536.99,25.98
1996.03,647.07,14.1,34.04,155.7,1996.21,6.27,1068.64,23.29,427316.03,56.22,22479.54,25.63
1996.04,647.17,14.16,34.33,156.3,1996.29,6.51,1064.7,23.29,426517.53,56.48,22625.19,25.42
1996.05,661.23,14.21,34.62,156.6,1996.37,6.74,1085.75,23.34,435728.06,56.85,22813.4,25.81
1996.06,668.5,14.27,34.91,156.7,1996.46,6.91,1096.98,23.42,441020.74,57.29,23030.72,25.97
1996.07,644.07,14.4,35.27,157,1996.54,6.87,1054.88,23.58,424882.08,57.77,23269.2,24.86
1996.08,662.68,14.53,35.64,157.3,1996.62,6.64,1083.29,23.75,437122.29,58.26,23506.97,25.41
1996.09,674.88,14.66,36,157.8,1996.71,6.83,1099.73,23.89,444562.49,58.66,23714.22,25.68
1996.1,701.46,14.74,36.91,158.3,1996.79,6.53,1139.44,23.94,461418.59,59.96,24279.3,26.48
1996.11,735.67,14.82,37.82,158.6,1996.87,6.2,1192.75,24.03,483817.32,61.32,24872.53,27.59
1996.12,743.25,14.9,38.73,158.6,1996.96,6.3,1205.04,24.16,489618.93,62.79,25513.54,27.72
1997.01,766.22,14.95,39.23,159.1,1997.04,6.58,1238.37,24.17,503982.54,63.41,25805.77,28.33
1997.02,798.39,15.01,39.74,159.6,1997.12,6.42,1286.32,24.18,524317.21,64.02,26095.81,29.27
1997.03,792.16,15.06,40.24,160,1997.21,6.69,1273.1,24.2,519747.42,64.67,26402.03,28.8
1997.04,763.93,15.09,40.34,160.2,1997.29,6.89,1226.19,24.23,501423.78,64.76,26480.29,27.59
1997.05,833.09,15.13,40.45,160.1,1997.37,6.71,1338.04,24.3,547988.06,64.96,26604.94,29.93
1997.06,876.29,15.16,40.55,160.3,1997.46,6.49,1405.67,24.32,576514.86,65.05,26678.01,31.26
1997.07,925.29,15.22,40.58,160.5,1997.54,6.22,1482.42,24.38,608826.82,65.01,26701.03,32.77
1997.08,927.24,15.27,40.61,160.8,1997.62,6.3,1482.77,24.42,609807.53,64.94,26707.52,32.59
1997.09,937.02,15.33,40.64,161.2,1997.71,6.21,1494.69,24.45,615548.38,64.83,26697.28,32.67
1997.1,951.16,15.39,40.33,161.6,1997.79,6.03,1513.49,24.48,624130.85,64.18,26465.85,32.9
1997.11,938.92,15.44,40.03,161.5,1997.87,5.88,1494.94,24.59,617325.7,63.73,26316.95,32.34
1997.12,962.37,15.5,39.72,161.3,1997.96,5.81,1534.18,24.71,634378.58,63.32,26182.77,33.03
1998.01,963.36,15.55,39.66,161.6,1998.04,5.54,1532.9,24.74,634704.88,63.11,26129.79,32.86
1998.02,1023.74,15.6,39.6,161.9,1998.12,5.57,1625.96,24.78,674091.03,62.9,26074.98,34.71
1998.03,1076.83,15.64,39.54,162.2,1998.21,5.65,1707.12,24.79,708593.8,62.68,26018.78,36.3
1998.04,1112.2,15.75,39.35,162.5,1998.29,5.64,1759.94,24.92,731379.5,62.27,25876.45,37.28
1998.05,1108.42,15.85,39.16,162.8,1998.37,5.65,1750.72,25.03,728417.59,61.85,25734.68,36.96
1998.06,1108.39,15.95,38.97,163,1998.46,5.5,1748.53,25.16,728376.55,61.48,25609.07,36.8
1998.07,1156.58,16.02,38.68,163.2,1998.54,5.46,1822.32,25.24,759989.13,60.94,25414.47,38.26
1998.08,1074.62,16.08,38.38,163.4,1998.62,5.34,1691.11,25.31,706148.5,60.4,25222.23,35.42
1998.09,1020.64,16.14,38.09,163.6,1998.71,4.81,1604.2,25.37,670740.3,59.87,25031.84,33.53
1998.1,1032.47,16.17,37.96,164,1998.79,4.53,1618.83,25.35,677742.98,59.52,24920.2,33.77
1998.11,1144.43,16.18,37.84,164,1998.87,4.83,1794.38,25.37,752122.01,59.32,24866.37,37.37
1998.12,1190.05,16.2,37.71,163.9,1998.96,4.65,1867.04,25.42,783468.53,59.16,24826.35,38.82
1999.01,1248.77,16.28,37.93,164.3,1999.04,4.72,1954.4,25.48,821016.44,59.37,24939.65,40.58
1999.02,1246.58,16.37,38.16,164.5,1999.12,5,1948.6,25.58,819475.77,59.64,25083.4,40.4
1999.03,1281.66,16.45,38.38,165,1999.21,5.23,1997.36,25.64,840881.91,59.81,25180.66,41.36
1999.04,1334.76,16.45,39.26,166.2,1999.29,5.18,2065.1,25.45,870290.2,60.74,25598.3,42.7
1999.05,1332.07,16.45,40.14,166.2,1999.37,5.54,2060.93,25.45,869430.07,62.1,26199.02,42.56
1999.06,1322.55,16.45,41.02,166.2,1999.46,5.9,2046.2,25.45,864111.19,63.46,26801.13,42.18
1999.07,1380.99,16.51,42,166.7,1999.54,5.79,2130.21,25.47,900484.05,64.79,27386.39,43.83
1999.08,1327.49,16.58,42.98,167.1,1999.62,5.94,2042.79,25.51,864425.55,66.14,27987.41,41.93
1999.09,1318.17,16.64,43.96,167.9,1999.71,5.92,2018.78,25.48,855165.42,67.32,28519.14,41.32
1999.1,1300.01,16.66,45.36,168.2,1999.79,6.11,1987.42,25.46,842778.73,69.35,29408.43,40.55
1999.11,1391,16.67,46.77,168.3,1999.87,6.03,2125.25,25.47,902130.72,71.45,30330.44,43.21
1999.12,1428.68,16.69,48.17,168.3,1999.96,6.28,2182.82,25.5,927470.05,73.6,31270.99,44.2
2000.01,1425.59,16.71,49.1,168.8,2000.04,6.66,2171.65,25.46,923624.26,74.79,31809.2,43.77
2000.02,1388.87,16.74,50.02,169.8,2000.12,6.52,2103.25,25.35,895432.7,75.75,32251.06,42.19
2000.03,1442.21,16.76,50.95,171.2,2000.21,6.26,2166.17,25.17,923111.49,76.53,32611.43,43.22
2000.04,1461.36,16.74,51.27,171.3,2000.29,5.99,2193.65,25.13,935715.11,76.97,32830.54,43.53
2000.05,1418.48,16.72,51.6,171.5,2000.37,6.44,2126.8,25.07,908090.79,77.36,33031.45,41.97
2000.06,1461.96,16.7,51.92,172.4,2000.46,6.1,2180.55,24.91,931926.42,77.44,33096.4,42.78
2000.07,1473,16.58,52.51,172.8,2000.54,6.05,2191.93,24.68,937669.22,78.14,33428.47,42.76
2000.08,1485.46,16.47,53.11,172.8,2000.62,5.83,2210.47,24.5,946474.41,79.03,33837.4,42.87
2000.09,1468.05,16.35,53.7,173.7,2000.71,5.8,2173.25,24.2,931398.57,79.5,34069.75,41.9
2000.1,1390.14,16.32,52.47,174,2000.79,5.74,2054.36,24.12,881309.77,77.54,33262.4,39.37
2000.11,1378.04,16.3,51.23,174.1,2000.87,5.72,2035.31,24.07,873997.38,75.67,32493.83,38.78
2000.12,1330.93,16.27,50,174,2000.96,5.24,1966.86,24.04,845464.24,73.89,31762.16,37.27
2001.01,1335.63,16.17,48.48,175.1,2001.04,5.16,1961.41,23.75,843970.42,71.19,30634,36.98
2001.02,1305.75,16.07,46.96,175.8,2001.12,5.1,1909.89,23.51,822647.06,68.69,29585.68,35.83
2001.03,1185.85,15.97,45.44,176.2,2001.21,4.89,1730.58,23.31,746248.31,66.31,28595.12,32.33
2001.04,1189.84,15.88,42.56,176.9,2001.29,5.14,1729.53,23.08,746625.62,61.86,26704.34,32.17
2001.05,1270.37,15.78,39.67,177.7,2001.37,5.39,1838.28,22.84,794391.11,57.41,24808.63,34.07
2001.06,1238.71,15.69,36.79,178,2001.46,5.28,1789.44,22.67,774104.13,53.15,22991.09,33.07
2001.07,1204.45,15.71,33.96,177.5,2001.54,5.24,1744.85,22.75,755634.64,49.2,21307.54,32.16
2001.08,1178.5,15.72,31.14,177.5,2001.62,4.97,1707.26,22.78,740176.44,45.11,19555.9,31.4
2001.09,1044.64,15.74,28.31,178.3,2001.71,4.73,1506.55,22.7,653979.75,40.83,17723.01,27.67
2001.1,1076.59,15.74,27.1,177.7,2001.79,4.57,1557.87,22.78,677081.13,39.22,17045.63,28.58
2001.11,1129.68,15.74,25.9,177.4,2001.87,4.65,1637.46,22.81,712497.89,37.54,16333.23,30.01
2001.12,1144.93,15.74,24.69,176.7,2001.96,5.09,1666.14,22.91,725807.41,35.93,15651.77,30.5
2002.01,1140.21,15.74,24.69,177.1,2002.04,5.04,1655.52,22.85,722012.15,35.85,15636.49,30.28
2002.02,1100.67,15.73,24.7,177.8,2002.12,4.91,1591.82,22.75,695057.31,35.72,15595.59,29.09
2002.03,1153.79,15.73,24.7,178.8,2002.21,5.28,1659.31,22.62,725350.02,35.52,15528.08,30.29
2002.04,1111.93,15.83,25.38,179.8,2002.29,5.21,1590.21,22.64,695971.04,36.3,15885.66,29.01
2002.05,1079.25,15.94,26.06,179.8,2002.37,5.16,1543.48,22.79,676347.46,37.27,16331.36,28.13
2002.06,1014.02,16.04,26.74,179.9,2002.46,4.93,1449.38,22.93,635952.91,38.22,16770.26,26.39
2002.07,903.59,15.96,27.84,180.1,2002.54,4.65,1290.11,22.79,566899.5,39.75,17466.42,23.46
2002.08,912.55,15.88,28.94,180.7,2002.62,4.26,1298.57,22.6,571447.35,41.18,18122.5,23.59
2002.09,867.81,15.8,30.04,181,2002.71,3.87,1232.86,22.45,543353.17,42.68,18808.64,22.37
2002.1,854.63,15.89,29.22,181.3,2002.79,3.94,1212.13,22.54,535043.19,41.45,18295.34,21.96
2002.11,909.93,15.98,28.41,181.3,2002.87,4.05,1290.56,22.66,570497.58,40.29,17810.09,23.35
2002.12,899.18,16.07,27.59,180.9,2002.96,4.03,1278.13,22.84,565845.7,39.22,17362.13,23.1
2003.01,895.84,16.12,28.5,181.7,2003.04,4.05,1267.78,22.81,562103.41,40.33,17882.6,22.9
2003.02,837.03,16.17,29.41,183.1,2003.12,3.9,1175.49,22.71,522025.8,41.3,18341.97,21.21
2003.03,846.63,16.22,30.32,184.2,2003.21,3.81,1181.88,22.64,525697.76,42.33,18826.59,21.31
2003.04,890.03,16.2,31.73,183.8,2003.29,3.96,1245.17,22.67,554689.07,44.39,19774.93,22.43
2003.05,935.96,16.19,33.14,183.5,2003.37,3.57,1311.56,22.68,585109.48,46.44,20717.26,23.59
2003.06,988,16.17,34.55,183.7,2003.46,3.33,1382.98,22.63,617810.98,48.36,21604.62,24.83
2003.07,992.54,16.31,35.89,183.9,2003.54,3.98,1387.82,22.81,620823.9,50.19,22450.92,24.87
2003.08,989.53,16.45,37.24,184.6,2003.62,4.45,1378.37,22.91,617448.36,51.87,23234.99,24.64
2003.09,1019.44,16.59,38.58,185.2,2003.71,4.27,1415.43,23.03,634910.66,53.57,24027.75,25.24
2003.1,1038.73,16.86,41.97,185,2003.79,4.29,1443.77,23.43,648499.73,58.33,26200.62,25.68
2003.11,1049.9,17.12,45.35,184.5,2003.87,4.3,1463.25,23.86,658143.02,63.21,28430.31,25.95
2003.12,1080.64,17.39,48.74,184.3,2003.96,4.27,1507.73,24.26,679057.31,68,30627.46,26.64
2004.01,1132.52,17.6,49.83,185.2,2004.04,4.15,1572.44,24.44,709116.66,69.18,31198.49,27.66
2004.02,1143.36,17.81,50.91,186.2,2004.12,4.08,1578.96,24.6,712983.52,70.31,31748.85,27.65
2004.03,1123.98,18.02,52,187.4,2004.21,3.83,1542.26,24.73,697340.69,71.35,32261.89,26.89
2004.04,1133.36,18.21,53.38,188,2004.29,4.35,1550.17,24.91,701854.77,73.02,33058.65,26.9
2004.05,1102.78,18.41,54.77,189.1,2004.37,4.72,1499.57,25.03,679889.34,74.47,33764.91,25.9
2004.06,1132.76,18.6,56.15,189.7,2004.46,4.73,1535.46,25.21,697116.41,76.11,34555.5,26.4
2004.07,1105.85,18.79,56.69,189.4,2004.54,4.5,1501.36,25.51,682598.58,76.97,34992.55,25.7
2004.08,1088.94,18.97,57.23,189.5,2004.62,4.28,1477.62,25.75,672781.43,77.66,35358.5,25.17
2004.09,1117.66,19.16,57.77,189.9,2004.71,4.13,1513.4,25.94,690055.44,78.22,35667.83,25.67
2004.1,1117.21,19.25,58.03,190.9,2004.79,4.1,1504.86,25.93,687149.72,78.17,35691.86,25.41
2004.11,1168.94,19.35,58.29,191,2004.87,4.19,1573.72,26.05,719581.38,78.47,35882.42,26.47
2004.12,1199.21,19.44,58.55,190.3,2004.96,4.23,1620.41,26.27,741931.49,79.11,36223.92,27.14
2005.01,1181.41,19.7,59.11,190.7,2005.04,4.22,1593.01,26.57,730399.51,79.7,36542.34,26.59
2005.02,1199.63,19.97,59.66,191.8,2005.12,4.17,1608.3,26.77,738433.15,79.99,36725.81,26.74
2005.03,1194.9,20.23,60.22,193.3,2005.21,4.5,1589.53,26.91,730843.64,80.11,36832.71,26.34
2005.04,1164.43,20.46,61.23,194.6,2005.29,4.34,1538.65,27.04,708485.33,80.91,37256.79,25.41
2005.05,1178.28,20.7,62.25,194.4,2005.37,4.14,1558.55,27.38,718700.26,82.34,37967.8,25.65
2005.06,1202.25,20.93,63.26,194.5,2005.46,4,1589.44,27.67,734007.22,83.63,38622,26.07
2005.07,1222.24,21.11,64.33,195.4,2005.54,4.18,1608.42,27.78,743843.74,84.66,39150.63,26.29
2005.08,1224.27,21.29,65.4,196.4,2005.62,4.26,1602.89,27.87,742359.74,85.63,39656.55,26.1
2005.09,1225.92,21.47,66.47,198.8,2005.71,4.2,1585.67,27.77,735457.88,85.98,39876.9,25.73
2005.1,1191.96,21.72,67.59,199.2,2005.79,4.46,1538.65,28.04,714732.26,87.25,40528.84,24.88
2005.11,1237.37,21.97,68.71,197.6,2005.87,4.54,1610.2,28.59,749075.84,89.41,41595.48,25.93
2005.12,1262.07,22.22,69.83,196.8,2005.96,4.47,1649.02,29.03,768259.99,91.24,42507.62,26.44
2006.01,1278.73,22.41,70.78,198.3,2006.04,4.42,1658.15,29.06,773641.41,91.78,42820.42,26.47
2006.02,1276.65,22.59,71.72,198.7,2006.12,4.57,1652.12,29.24,771964.92,92.82,43369.68,26.25
2006.03,1293.74,22.78,72.67,199.8,2006.21,4.72,1665.02,29.32,779133.52,93.52,43764.31,26.33
2006.04,1302.17,23,73.28,201.5,2006.29,4.99,1661.73,29.35,778738.72,93.51,43821.76,26.15
2006.05,1290.01,23.22,73.88,202.5,2006.37,5.11,1638.08,29.49,768808.42,93.82,44032.32,25.65
2006.06,1253.17,23.44,74.49,202.9,2006.46,5.11,1588.17,29.71,746542.33,94.4,44375.41,24.75
2006.07,1260.24,23.66,75.85,203.5,2006.54,5.09,1592.42,29.9,749711.68,95.84,45122.86,24.7
2006.08,1287.15,23.88,77.21,203.9,2006.62,4.88,1623.23,30.12,765399.7,97.37,45912.68,25.05
2006.09,1317.74,24.1,78.57,202.9,2006.71,4.72,1670,30.54,788652.03,99.57,47023.23,25.64
2006.1,1363.38,24.36,79.55,201.8,2006.79,4.73,1737.26,31.04,821636.38,101.36,47940.54,26.54
2006.11,1388.64,24.62,80.53,201.5,2006.87,4.6,1772.08,31.42,839343.45,102.77,48675.2,26.93
2006.12,1416.42,24.88,81.51,201.8,2006.96,4.56,1804.84,31.7,856113.26,103.86,49266.31,27.28
2007.01,1424.16,25.08,82.06,202.42,2007.04,4.76,1809.18,31.86,859431.44,104.24,49518.37,27.21
2007.02,1444.8,25.29,82.6,203.5,2007.12,4.72,1825.63,31.95,868511.75,104.38,49655.29,27.32
2007.03,1406.95,25.49,83.15,205.35,2007.21,4.56,1761.76,31.92,839392.65,104.12,49607.66,26.23
2007.04,1463.64,25.72,83.74,206.69,2007.29,4.69,1820.92,31.99,868848.53,104.18,49709.88,26.98
2007.05,1511.14,25.94,84.33,207.95,2007.37,4.75,1868.6,32.08,892872.84,104.28,49827.26,27.55
2007.06,1514.19,26.17,84.92,208.35,2007.46,5.1,1868.75,32.3,894230.54,104.8,50150.94,27.42
2007.07,1520.71,26.44,82.81,208.3,2007.54,5,1877.27,32.64,899611.09,102.23,48990.14,27.41
2007.08,1454.62,26.71,80.71,207.92,2007.62,4.67,1798.98,33.03,863414.19,99.81,47904.8,26.15
2007.09,1497.12,26.98,78.6,208.49,2007.71,4.52,1846.46,33.28,887529.37,96.94,46596,26.73
2007.1,1539.66,27.23,74.46,208.94,2007.79,4.53,1894.87,33.51,912142.09,91.64,44112.4,27.32
2007.11,1463.39,27.48,70.32,210.18,2007.87,4.15,1790.37,33.62,863187.05,86.03,41478.56,25.73
2007.12,1479.22,27.73,66.18,210.04,2007.96,4.1,1810.95,33.95,874474.16,81.02,39123.79,25.96
2008.01,1378.76,27.92,64.25,211.08,2008.04,3.74,1679.61,34.01,812422.22,78.27,37858.75,24.02
2008.02,1354.87,28.11,62.32,211.69,2008.12,3.74,1645.73,34.14,797409.78,75.7,36678.48,23.5
2008.03,1316.94,28.3,60.39,213.53,2008.21,3.51,1585.91,34.08,769801.25,72.72,35300.24,22.61
2008.04,1370.47,28.44,57.38,214.82,2008.29,3.68,1640.43,34.04,797639.25,68.69,33398.18,23.36
2008.05,1403.22,28.57,54.38,216.63,2008.37,3.88,1665.6,33.92,811254.73,64.54,31437.21,23.7
2008.06,1341.25,28.71,51.37,218.82,2008.46,4.1,1576.16,33.74,769060.89,60.37,29455.1,22.42
2008.07,1257.33,28.76,49.56,219.96,2008.54,4.01,1469.82,33.62,718542.9,57.94,28324.61,20.91
2008.08,1281.47,28.8,47.76,219.09,2008.62,3.89,1504.05,33.81,736650.6,56.05,27452.83,21.4
2008.09,1216.95,28.85,45.95,218.78,2008.71,3.69,1430.3,33.91,701914.19,54.01,26503.11,20.36
2008.1,968.8,28.7,35.59,216.57,2008.79,3.81,1150.26,34.07,565881.34,42.26,20790.26,16.39
2008.11,883.04,28.54,25.24,212.43,2008.87,3.53,1068.91,34.55,527276.69,30.55,15069.2,15.26
2008.12,877.56,28.39,14.88,210.23,2008.96,2.42,1073.38,34.73,530908.08,18.2,9002.13,15.38
2009.01,865.58,28.01,12.21,211.14,2009.04,2.52,1054.14,34.12,522797.26,14.87,7372.64,15.17
2009.02,805.23,27.64,9.53,212.19,2009.12,2.87,975.79,33.49,485324.3,11.55,5745.88,14.12
2009.03,757.13,27.26,6.86,212.71,2009.21,2.82,915.28,32.95,456592.55,8.29,4136.97,13.32
2009.04,848.15,26.7,7.08,213.24,2009.29,2.93,1022.76,32.2,511547.75,8.53,4268.18,14.98
2009.05,902.41,26.15,7.29,213.86,2009.37,3.29,1085.05,31.44,544016.41,8.77,4396.77,16
2009.06,926.12,25.59,7.51,215.69,2009.46,3.72,1104.08,30.51,554829.59,8.95,4499.17,16.38
2009.07,935.82,25.03,9.19,215.35,2009.54,3.56,1117.41,29.88,562782.55,10.97,5524.67,16.69
2009.08,1009.73,24.46,10.86,215.83,2009.62,3.59,1202.97,29.14,607094.83,12.94,6531.52,18.09
2009.09,1044.55,23.9,12.54,215.97,2009.71,3.4,1243.67,28.46,628834.32,14.93,7549.26,18.83
2009.1,1067.66,23.4,25.35,216.18,2009.79,3.39,1269.96,27.84,643301.41,30.15,15274.24,19.36
2009.11,1088.07,22.91,38.16,216.33,2009.87,3.4,1293.33,27.23,656284.81,45.36,23016.74,19.81
2009.12,1110.38,22.41,50.97,215.95,2009.96,3.59,1322.17,26.68,672051.43,60.69,30849.31,20.32
2010.01,1123.58,22.24,54.29,216.69,2010.04,3.73,1333.33,26.39,678842.45,64.43,32800.83,20.53
2010.02,1089.16,22.07,57.61,216.74,2010.12,3.69,1292.17,26.18,658993.6,68.35,34856.79,19.92
2010.03,1152.05,21.9,60.93,217.63,2010.21,3.73,1361.19,25.88,695294.18,71.99,36772.95,21
2010.04,1197.32,21.95,62.99,218.01,2010.29,3.85,1412.22,25.89,722464.83,74.29,38006.26,21.8
2010.05,1125.06,21.99,65.04,218.18,2010.37,3.42,1325.97,25.92,679442.22,76.66,39280.74,20.48
2010.06,1083.36,22.04,67.1,217.97,2010.46,3.2,1278.07,26,656008.54,79.16,40631.16,19.74
2010.07,1079.8,22.14,68.69,218.01,2010.54,3.01,1273.6,26.12,654832.03,81.01,41654.22,19.67
2010.08,1087.28,22.25,70.27,218.31,2010.62,2.7,1280.65,26.2,659581.79,82.77,42630.24,19.77
2010.09,1122.08,22.35,71.86,218.44,2010.71,2.65,1320.87,26.31,681426.13,84.59,43639.74,20.38
2010.1,1171.58,22.48,73.69,218.71,2010.79,2.54,1377.43,26.43,711738.13,86.64,44766.88,21.24
2010.11,1198.89,22.6,75.52,218.8,2010.87,2.76,1408.94,26.56,729166.61,88.75,45931.37,21.7
2010.12,1241.53,22.73,77.35,219.18,2010.96,3.29,1456.55,26.67,754955.01,90.75,47035.33,22.4
2011.01,1282.62,22.96,78.67,220.22,2011.04,3.39,1497.63,26.81,777401.89,91.86,47682.25,22.98
2011.02,1321.12,23.2,79.99,221.31,2011.12,3.58,1535.01,26.95,797973.45,92.94,48314.99,23.49
2011.03,1304.49,23.43,81.31,223.47,2011.21,3.41,1501.05,26.96,781487.71,93.56,48710.81,22.9
2011.04,1331.51,23.73,82.16,224.91,2011.29,3.46,1522.34,27.13,793748.27,93.94,48979.73,23.14
2011.05,1338.31,24.04,83.02,225.96,2011.37,3.17,1522.95,27.35,795254.98,94.47,49330.44,23.06
2011.06,1287.29,24.34,83.87,225.72,2011.46,3,1466.46,27.73,766964.38,95.54,49969.55,22.1
2011.07,1325.19,24.62,84.91,225.92,2011.54,3,1508.3,28.02,790067.46,96.64,50620.66,22.61
2011.08,1185.31,24.9,85.94,226.55,2011.62,2.3,1345.38,28.26,705962.49,97.55,51187.26,20.05
2011.09,1173.88,25.18,86.98,226.89,2011.71,1.98,1330.39,28.54,699342.69,98.58,51818.61,19.7
2011.1,1207.22,25.6,86.97,226.42,2011.79,2.15,1371,29.07,721965.05,98.77,52011.48,20.16
2011.11,1226.42,26.01,86.96,226.23,2011.87,2.01,1393.98,29.57,735364.15,98.84,52141.41,20.35
2011.12,1243.32,26.43,86.95,225.67,2011.96,1.98,1416.68,30.12,748664.65,99.07,52356.91,20.52
2012.01,1300.58,26.74,87.48,226.67,2012.04,1.97,1475.44,30.33,781048.59,99.24,52535.12,21.21
2012.02,1352.49,27.04,88.01,227.66,2012.12,1.97,1527.6,30.54,810009.48,99.4,52709.4,21.8
2012.03,1389.24,27.35,88.54,229.39,2012.21,2.17,1557.28,30.66,827102.67,99.25,52713.48,22.05
