Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,,
2012.04,1386.43,27.67,88.33,230.09,2012.29,2.05,1549.45,30.93,824312.4,98.72,52519.25,21.78
2012.05,1341.27,28,88.13,229.82,2012.37,1.8,1500.74,31.33,799787.85,98.6,52549.18,20.94
2012.06,1323.48,28.32,87.92,229.48,2012.46,1.62,1483.01,31.73,791748.09,98.52,52596.56,20.55
2012.07,1359.78,28.74,87.45,229.1,2012.54,1.53,1526.17,32.26,816227.12,98.15,52491.09,21
2012.08,1403.45,29.17,86.97,230.38,2012.62,1.68,1566.47,32.55,839229.18,97.08,52007.95,21.41
2012.09,1443.42,29.59,86.5,231.41,2012.71,1.72,1603.93,32.88,860763.87,96.12,51583.1,21.78
2012.1,1437.82,30.14,86.5,231.32,2012.79,1.75,1598.32,33.51,859256.54,96.16,51695.31,21.58
2012.11,1394.51,30.7,86.51,230.22,2012.87,1.65,1557.56,34.29,838877.42,96.62,52038.7,20.9
2012.12,1422.29,31.25,86.51,229.6,2012.96,1.72,1592.88,35,859469.84,96.89,52276.78,21.24
2013.01,1480.4,31.54,86.91,230.28,2013.04,1.91,1653.07,35.21,893530.55,97.04,52454.58,21.9
2013.02,1512.31,31.82,87.3,232.17,2013.12,1.98,1674.98,35.25,906963.18,96.69,52357.59,22.05
2013.03,1550.83,32.11,87.7,232.77,2013.21,1.96,1713.17,35.47,929239.65,96.88,52548.84,22.42
2013.04,1570.7,32.5,88.78,232.53,2013.29,1.76,1736.92,35.94,943749.33,98.18,53345.14,22.6
2013.05,1639.84,32.88,89.87,232.95,2013.37,1.93,1810.16,36.3,985184.3,99.2,53990.16,23.41
2013.06,1618.77,33.27,90.95,233.5,2013.46,2.3,1782.62,36.64,971859.33,100.16,54603.56,22.93
2013.07,1668.68,33.65,92.09,233.6,2013.54,2.58,1836.86,37.04,1003111.89,101.37,55359.07,23.49
2013.08,1670.09,34.02,93.23,233.88,2013.62,2.74,1836.2,37.41,1004455.61,102.5,56072.07,23.36
2013.09,1687.17,34.4,94.37,234.15,2013.71,2.81,1852.83,37.78,1015271.53,103.64,56788.1,23.44
2013.1,1720.03,34.6,96.31,233.55,2013.79,2.62,1893.79,38.09,1039457.17,106.04,58204.56,23.83
2013.11,1783.54,34.79,98.26,233.07,2013.87,2.72,1967.73,38.39,1081799.55,108.4,59597.22,24.64
2013.12,1807.78,34.99,100.2,233.05,2013.96,2.9,1994.65,38.61,1098365.08,110.56,60879.19,24.86
2014.01,1822.36,35.4,100.42,233.92,2014.04,2.86,2003.28,38.92,1104905.54,110.39,60883.1,24.86
2014.02,1817.04,35.82,100.63,234.78,2014.12,2.71,1990.08,39.23,1099424.08,110.22,60889.53,24.59
2014.03,1863.52,36.23,100.85,236.29,2014.21,2.72,2027.92,39.43,1122147.53,109.75,60728.39,24.96
2014.04,1864.26,36.61,101.61,237.07,2014.29,2.71,2022.06,39.71,1120735.62,110.21,61082.79,24.79
2014.05,1889.77,37,102.36,237.9,2014.37,2.56,2042.6,39.99,1133964.38,110.64,61423.55,24.94
2014.06,1947.09,37.38,103.12,238.34,2014.46,2.6,2100.64,40.33,1168053.59,111.25,61861.39,25.56
2014.07,1973.1,37.75,104.07,238.25,2014.54,2.54,2129.53,40.74,1186006.87,112.32,62553.23,25.82
2014.08,1961.53,38.12,105.01,237.85,2014.62,2.42,2120.59,41.21,1182937.85,113.53,63330.28,25.62
2014.09,1993.23,38.49,105.96,238.03,2014.71,2.53,2153.24,41.58,1203084.07,114.47,63955.88,25.92
2014.1,1937.27,38.81,104.74,237.43,2014.79,2.3,2098.06,42.03,1174209.31,113.44,63486.55,25.16
2014.11,2044.57,39.12,103.53,236.15,2014.87,2.33,2226.28,42.6,1247959.87,112.73,63190.37,26.61
2014.12,2054.27,39.44,102.31,234.81,2014.96,2.21,2249.6,43.19,1263048.25,112.04,62904.32,26.79
2015.01,2028.18,39.9,101.29,233.71,2015.04,1.88,2231.53,43.9,1254956.93,111.45,62674.21,26.49
2015.02,2082.2,40.35,100.27,234.72,2015.12,1.98,2281.06,44.21,1284882.8,109.85,61874.55,27
2015.03,2079.99,40.81,99.25,236.12,2015.21,2.04,2265.16,44.44,1278011.27,108.09,60982.32,26.73
2015.04,2094.86,41.12,97.8,236.6,2015.29,1.94,2276.72,44.69,1286637.75,106.29,60069.63,26.79
2015.05,2111.94,41.43,96.36,237.81,2015.37,2.2,2283.64,44.8,1292659.57,104.19,58977.23,26.81
2015.06,2099.29,41.74,94.91,238.64,2015.46,2.36,2262.04,44.98,1282553.24,102.27,57984.9,26.5
2015.07,2094.14,42,93.49,238.65,2015.54,2.32,2256.34,45.25,1281459.09,100.73,57211.02,26.38
2015.08,2039.87,42.25,92.08,238.32,2015.62,2.17,2200.99,45.59,1252177.94,99.35,56521.43,25.69
2015.09,1944.41,42.51,90.66,237.95,2015.71,2.17,2101.26,45.94,1197618.62,97.97,55840.13,24.5
2015.1,2024.81,42.8,89.28,237.84,2015.79,2.07,2189.13,46.28,1249898.36,96.53,55113.86,25.49
2015.11,2080.62,43.1,87.91,237.34,2015.87,2.26,2254.22,46.69,1289287.61,95.24,54472.69,26.23
2015.12,2054.08,43.39,86.53,236.53,2015.96,2.24,2233.1,47.17,1279454.33,94.07,53898.18,25.97
2016.01,1918.6,43.55,86.5,236.92,2016.04,2.09,2082.37,47.27,1195350.64,93.88,53892.33,24.21
2016.02,1904.42,43.72,86.47,237.11,2016.12,1.78,2065.28,47.41,1187808.12,93.77,53932.31,24
2016.03,2021.95,43.88,86.44,238.13,2016.21,1.89,2183.34,47.38,1257976.76,93.34,53779.53,25.37
2016.04,2075.54,44.07,86.6,239.26,2016.29,1.81,2230.63,47.37,1287499.25,93.07,53719.72,25.92
2016.05,2065.55,44.27,86.76,240.23,2016.37,1.81,2210.95,47.38,1278418.34,92.87,53697.84,25.69
2016.06,2083.89,44.46,86.92,241.02,2016.46,1.64,2223.28,47.43,1287832.8,92.73,53716.09,25.84
2016.07,2148.9,44.65,87.64,240.63,2016.54,1.5,2296.35,47.71,1332464.19,93.66,54344.83,26.69
2016.08,2170.95,44.84,88.37,240.85,2016.62,1.56,2317.78,47.87,1347216.36,94.34,54837.29,26.95
2016.09,2157.69,45.03,89.09,241.43,2016.71,1.63,2298.1,47.96,1338099.55,94.89,55249.5,26.73
2016.1,2143.02,45.25,90.91,241.73,2016.79,1.76,2279.64,48.14,1329682.78,96.71,56407.06,26.53
2016.11,2164.99,45.48,92.73,241.35,2016.87,2.14,2306.59,48.45,1347762.34,98.8,57726.83,26.85
2016.12,2246.63,45.7,94.55,241.43,2016.96,2.49,2392.79,48.67,1400497.73,100.7,58940.31,27.87
2017.01,2275.12,45.93,96.46,242.84,2017.04,2.43,2409.09,48.63,1412412.39,102.14,59885.2,28.06
2017.02,2329.91,46.15,98.38,243.6,2017.12,2.42,2459.37,48.72,1444270.31,103.84,60981.97,28.66
2017.03,2366.82,46.38,100.29,243.8,2017.21,2.48,2496.31,48.92,1468352.54,105.78,62218.96,29.09
2017.04,2359.31,46.66,101.53,244.52,2017.29,2.3,2481.03,49.07,1461770.76,106.77,62907.57,28.9
2017.05,2395.35,46.94,102.78,244.73,2017.37,2.3,2516.78,49.32,1485254.36,107.99,63727.43,29.31
2017.06,2433.99,47.22,104.02,244.96,2017.46,2.19,2555.06,49.57,1510283.31,109.19,64544.09,29.75
2017.07,2454.1,47.54,105.04,244.79,2017.54,2.32,2577.94,49.94,1526272.54,110.34,65327.28,30
2017.08,2456.22,47.85,106.06,245.52,2017.62,2.21,2572.47,50.12,1525503.09,111.08,65871.48,29.91
2017.09,2492.84,48.17,107.08,246.82,2017.71,2.2,2597.07,50.18,1542572.28,111.56,66261.23,30.17
2017.1,2557,48.42,108.01,246.66,2017.79,2.36,2665.6,50.48,1585773.87,112.6,66986.59,30.92
2017.11,2593.61,48.68,108.95,246.67,2017.87,2.35,2703.7,50.74,1610954.75,113.57,67669.45,31.3
2017.12,2664.34,48.93,109.88,246.52,2017.96,2.4,2779.06,51.04,1658394.38,114.61,68393.81,32.09
2018.01,2789.8,49.29,111.73,247.87,2018.04,2.58,2894.16,51.13,1729619.8,115.91,69272.42,33.31
2018.02,2705.16,49.64,113.59,248.99,2018.12,2.86,2793.68,51.27,1672126.95,117.3,70210.76,32.04
2018.03,2702.77,50,115.44,249.55,2018.21,2.84,2784.92,51.52,1669450.31,118.95,71305.12,31.81
2018.04,2653.63,50.33,117.79,250.55,2018.29,2.87,2723.46,51.65,1635188.09,120.89,72581.09,30.97
2018.05,2701.49,50.66,120.13,251.59,2018.37,2.98,2761.1,51.78,1660375.87,122.78,73835.73,31.24
2018.06,2754.35,50.99,122.48,251.99,2018.46,2.91,2810.64,52.03,1692777.93,124.98,75274.18,31.63
2018.07,2793.64,51.44,125.12,252.01,2018.54,2.89,2850.54,52.49,1719443.43,127.67,77007.43,31.89
2018.08,2857.82,51.89,127.75,252.15,2018.62,2.89,2914.41,52.92,1760628.61,130.28,78705.51,32.39
2018.09,2901.5,52.34,130.39,252.44,2018.71,3,2955.52,53.31,1788147.96,132.82,80357.27,32.62
2018.1,2785.46,52.81,131.06,252.89,2018.79,3.15,2832.32,53.7,1716314.21,133.26,80753.06,31.04
2018.11,2723.23,53.28,131.72,252.04,2018.87,3.12,2778.35,54.36,1686353.99,134.39,81569.37,30.2
2018.12,2567.31,53.75,132.39,251.23,2018.96,2.83,2627.66,55.01,1597677.52,135.5,82388.39,28.29
2019.01,2607.39,54.15,133.06,251.71,2019.04,2.71,2663.61,55.31,1622334.83,135.93,82788.71,28.38
2019.02,2754.86,54.54,133.72,252.78,2019.12,2.68,2802.41,55.48,1709692.75,136.03,82989.99,29.54
2019.03,2803.98,54.94,134.39,254.2,2019.21,2.57,2836.38,55.57,1733240.62,135.94,83071.28,29.58
2019.04,2903.8,55.32,134.68,255.55,2019.29,2.53,2921.88,55.66,1788323.33,135.52,82945.57,30.13
2019.05,2854.71,55.7,134.98,256.09,2019.37,2.4,2866.38,55.93,1757208.78,135.53,83084.51,29.24
2019.06,2890.17,56.08,135.27,256.14,2019.46,2.06,2901.41,56.3,1781557.81,135.8,83383.1,29.28
2019.07,2996.11,56.46,134.5,256.57,2019.54,1.63,3002.75,56.58,1846678.03,134.79,82898.07,29.99
2019.08,2897.5,56.84,133.72,256.56,2019.62,1.63,2904.06,56.97,1788905.7,134.03,82560.34,28.71
2019.09,2982.16,57.22,132.95,256.76,2019.71,1.7,2986.57,57.3,1842673.46,133.15,82149.77,29.23
2019.1,2977.68,,,257.35,2019.79,1.71,2975.28,,1835710.96,28.84,,28.84
2019.11,3104.9,,,257.21,2019.87,1.81,3104.07,,1915170.63,29.91,,29.91
2019.12,3223.38,,,257.14,2019.96,1.91,3223.38,,1988782.34,30.91,,30.91
