Date,P,D,CPI
1933-03-01,6.23,0.485,12.6
1933-04-01,6.89,0.48,12.6
1933-05-01,8.87,0.475,12.6
1933-06-01,10.39,0.47,12.7
1933-07-01,11.23,0.465,13.1
1933-08-01,10.67,0.46,13.2
1933-09-01,10.58,0.455,13.2
1933-01-01,9.55,0.45,13.2
1933-11-01,9.78,0.445,13.2
1933-12-01,9.97,0.44,13.2
1934-01-01,10.54,0.4408,13.2
1934-02-01,11.32,0.4417,13.3
1934-03-01,10.74,0.4425,13.3
1934-04-01,10.92,0.4433,13.3
1934-05-01,9.81,0.4442,13.3
1934-06-01,9.94,0.445,13.4
1934-07-01,9.47,0.4458,13.4
1934-08-01,9.1,0.4467,13.4
1934-09-01,8.88,0.4475,13.6
1934-01-01,8.95,0.4483,13.5
1934-11-01,9.2,0.4492,13.5
1934-12-01,9.26,0.45,13.4
1935-01-01,9.26,0.45,13.6
1935-02-01,8.98,0.45,13.7
1935-03-01,8.41,0.45,13.7
1935-04-01,9.04,0.446667,13.8
1935-05-01,9.75,0.443333,13.8
1935-06-01,10.12,0.44,13.7
1935-07-01,10.65,0.44,13.7
1935-08-01,11.37,0.44,13.7
1935-09-01,11.61,0.44,13.7
1935-01-01,11.92,0.45,13.7
1935-11-01,13.04,0.46,13.8
1935-12-01,13.04,0.47,13.8
1936-01-01,13.76,0.48,13.8
1936-02-01,14.55,0.49,13.8
1936-03-01,14.86,0.5,13.7
1936-04-01,14.88,0.516667,13.7
1936-05-01,14.09,0.533333,13.7
1936-06-01,14.69,0.55,13.8
1936-07-01,15.56,0.57,13.9
1936-08-01,15.87,0.59,14.0
1936-09-01,16.05,0.61,14.0
1936-01-01,16.89,0.646667,14.0
1936-11-01,17.36,0.683333,14.0
1936-12-01,17.06,0.72,14.0
1937-01-01,17.59,0.73,14.1
1937-02-01,18.11,0.74,14.1
1937-03-01,18.09,0.75,14.2
1937-04-01,17.01,0.78,14.3
1937-05-01,16.25,0.81,14.4
1937-06-01,15.64,0.84,14.4
1937-07-01,16.57,0.816667,14.5
1937-08-01,16.74,0.793333,14.5
1937-09-01,14.37,0.77,14.6
1937-01-01,12.28,0.78,14.6
1937-11-01,11.2,0.79,14.5
1937-12-01,11.02,0.8,14.4
1938-01-01,11.31,0.793333,14.2
1938-02-01,11.04,0.786667,14.1
1938-03-01,10.31,0.78,14.1
1938-04-01,9.89,0.766667,14.2
1938-05-01,9.98,0.753333,14.1
1938-06-01,10.21,0.74,14.1
1938-07-01,12.24,0.713333,14.1
1938-08-01,12.31,0.686667,14.1
1938-09-01,11.75,0.66,14.1
1938-01-01,13.06,0.61,14.0
1938-11-01,13.07,0.56,14.0
1938-12-01,12.69,0.51,14.0
1939-01-01,12.5,0.513333,14.0
1939-02-01,12.4,0.516667,13.9
1939-03-01,12.39,0.52,13.9
1939-04-01,10.83,0.523333,13.8
1939-05-01,11.23,0.526667,13.8
1939-06-01,11.43,0.53,13.8
1939-07-01,11.71,0.54,13.8
1939-08-01,11.54,0.55,13.8
1939-09-01,12.77,0.56,14.1
1939-01-01,12.9,0.58,14.0
1939-11-01,12.67,0.6,14.0
1939-12-01,12.37,0.62,14.0
1940-01-01,12.3,0.623333,13.9
1940-02-01,12.22,0.626667,14.0
1940-03-01,12.15,0.63,14.0
1940-04-01,12.27,0.636667,14.0
1940-05-01,10.58,0.643333,14.0
1940-06-01,9.67,0.65,14.1
1940-07-01,9.99,0.656667,14.0
1940-08-01,10.2,0.663333,14.0
1940-09-01,10.63,0.67,14.0
1940-01-01,10.73,0.67,14.0
1940-11-01,10.98,0.67,14.0
1940-12-01,10.53,0.67,14.1
1941-01-01,10.55,0.673333,14.1
1941-02-01,9.89,0.676667,14.1
1941-03-01,9.95,0.68,14.2
1941-04-01,9.64,0.683333,14.3
1941-05-01,9.43,0.686667,14.4
1941-06-01,9.76,0.69,14.7
1941-07-01,10.26,0.693333,14.7
1941-08-01,10.21,0.696667,14.9
1941-09-01,10.24,0.7,15.1
1941-01-01,9.83,0.703333,15.3
1941-11-01,9.37,0.706667,15.4
1941-12-01,8.76,0.71,15.5
1942-01-01,8.93,0.703333,15.7
1942-02-01,8.65,0.696667,15.8
1942-03-01,8.18,0.69,16.0
1942-04-01,7.84,0.68,16.1
1942-05-01,7.93,0.67,16.3
1942-06-01,8.33,0.66,16.3
1942-07-01,8.64,0.646667,16.4
1942-08-01,8.59,0.633333,16.5
1942-09-01,8.68,0.62,16.5
1942-01-01,9.32,0.61,16.7
1942-11-01,9.47,0.6,16.8
1942-12-01,9.52,0.59,16.9
1943-01-01,10.09,0.59,16.9
1943-02-01,10.69,0.59,16.9
1943-03-01,11.07,0.59,17.2
1943-04-01,11.44,0.59,17.4
1943-05-01,11.89,0.59,17.5
1943-06-01,12.1,0.59,17.5
1943-07-01,12.35,0.593333,17.4
1943-08-01,11.74,0.596667,17.3
1943-09-01,11.99,0.6,17.4
1943-01-01,11.88,0.603333,17.4
1943-11-01,11.33,0.606667,17.4
1943-12-01,11.48,0.61,17.4
1944-01-01,11.85,0.613333,17.4
1944-02-01,11.77,0.616667,17.4
1944-03-01,12.1,0.62,17.4
1944-04-01,11.89,0.623333,17.5
1944-05-01,12.1,0.626667,17.5
1944-06-01,12.67,0.63,17.6
1944-07-01,13.0,0.633333,17.7
1944-08-01,12.81,0.636667,17.7
1944-09-01,12.6,0.64,17.7
1944-01-01,12.91,0.64,17.7
1944-11-01,12.82,0.64,17.7
1944-12-01,13.1,0.64,17.8
1945-01-01,13.49,0.643333,17.8
1945-02-01,13.94,0.646667,17.8
1945-03-01,13.93,0.65,17.8
1945-04-01,14.28,0.65,17.8
1945-05-01,14.82,0.65,17.9
1945-06-01,15.09,0.65,18.1
1945-07-01,14.78,0.653333,18.1
1945-08-01,14.83,0.656667,18.1
1945-09-01,15.84,0.66,18.1
1945-01-01,16.5,0.66,18.1
1945-11-01,17.04,0.66,18.1
1945-12-01,17.33,0.66,18.2
1946-01-01,18.02,0.666667,18.2
1946-02-01,18.07,0.673333,18.1
1946-03-01,17.53,0.68,18.3
1946-04-01,18.66,0.68,18.4
1946-05-01,18.7,0.68,18.5
1946-06-01,18.58,0.68,18.7
1946-07-01,18.05,0.683333,19.8
1946-08-01,17.7,0.686667,20.2
1946-09-01,15.09,0.69,20.4
1946-01-01,14.75,0.696667,20.8
1946-11-01,14.69,0.703333,21.3
1946-12-01,15.13,0.71,21.5
1947-01-01,15.21,0.713333,21.5
1947-02-01,15.8,0.716667,21.5
1947-03-01,15.16,0.72,21.9
1947-04-01,14.6,0.733333,21.9
1947-05-01,14.34,0.746667,21.9
1947-06-01,14.84,0.76,22.0
1947-07-01,15.77,0.77,22.2
1947-08-01,15.46,0.78,22.5
1947-09-01,15.06,0.79,23.0
1947-01-01,15.45,0.806667,23.0
1947-11-01,15.27,0.823333,23.1
1947-12-01,15.03,0.84,23.4
1948-01-01,14.83,0.843333,23.7
1948-02-01,14.1,0.846667,23.5
1948-03-01,14.3,0.85,23.4
1948-04-01,15.4,0.85,23.8
1948-05-01,16.15,0.85,23.9
1948-06-01,16.82,0.85,24.1
1948-07-01,16.42,0.856667,24.4
1948-08-01,15.94,0.863333,24.5
1948-09-01,15.76,0.87,24.5
1948-01-01,16.19,0.89,24.4
1948-11-01,15.29,0.91,24.2
1948-12-01,15.19,0.93,24.1
1949-01-01,15.36,0.946667,24.0
1949-02-01,14.77,0.963333,23.8
1949-03-01,14.91,0.98,23.8
1949-04-01,14.89,0.993333,23.9
1949-05-01,14.78,1.00667,23.8
1949-06-01,13.97,1.02,23.9
1949-07-01,14.76,1.02667,23.7
1949-08-01,15.29,1.03333,23.8
1949-09-01,15.49,1.04,23.9
1949-01-01,15.89,1.07333,23.7
1949-11-01,16.11,1.10667,23.8
1949-12-01,16.54,1.14,23.6
1950-01-01,16.88,1.15,23.5
1950-02-01,17.21,1.16,23.5
1950-03-01,17.35,1.17,23.6
1950-04-01,17.84,1.18,23.6
1950-05-01,18.44,1.19,23.7
1950-06-01,18.74,1.2,23.8
1950-07-01,17.38,1.24333,24.1
1950-08-01,18.43,1.28667,24.3
1950-09-01,19.08,1.33,24.4
1950-01-01,19.87,1.37667,24.6
1950-11-01,19.83,1.42333,24.7
1950-12-01,19.75,1.47,25.0
1951-01-01,21.21,1.48667,25.4
1951-02-01,22.0,1.50333,25.7
1951-03-01,21.63,1.52,25.8
1951-04-01,21.92,1.53333,25.8
1951-05-01,21.93,1.54667,25.9
1951-06-01,21.55,1.56,25.9
1951-07-01,21.93,1.54667,25.9
1951-08-01,22.89,1.53333,25.9
1951-09-01,23.48,1.52,26.1
1951-01-01,23.36,1.48333,26.2
1951-11-01,22.71,1.44667,26.4
1951-12-01,23.41,1.41,26.5
1952-01-01,24.19,1.41333,26.5
1952-02-01,23.75,1.41667,26.3
1952-03-01,23.81,1.42,26.3
1952-04-01,23.74,1.43,26.4
1952-05-01,23.73,1.44,26.4
1952-06-01,24.38,1.45,26.5
1952-07-01,25.08,1.45,26.7
1952-08-01,25.18,1.45,26.7
1952-09-01,24.78,1.45,26.7
1952-01-01,24.26,1.43667,26.7
1952-11-01,25.03,1.42333,26.7
1952-12-01,26.04,1.41,26.7
1953-01-01,26.18,1.41,26.6
1953-02-01,25.86,1.41,26.5
1953-03-01,25.99,1.41,26.6
1953-04-01,24.71,1.41333,26.6
1953-05-01,24.84,1.41667,26.7
1953-06-01,23.95,1.42,26.8
1953-07-01,24.29,1.42,26.8
1953-08-01,24.39,1.42,26.9
1953-09-01,23.27,1.42,26.9
1953-01-01,23.97,1.43,27.0
1953-11-01,24.5,1.44,26.9
1953-12-01,24.83,1.45,26.9
1954-01-01,25.46,1.45667,26.9
1954-02-01,26.02,1.46333,26.9
1954-03-01,26.57,1.47,26.9
1954-04-01,27.63,1.46333,26.8
1954-05-01,28.73,1.45667,26.9
1954-06-01,28.96,1.45,26.9
1954-07-01,30.13,1.45667,26.9
1954-08-01,30.73,1.46333,26.9
1954-09-01,31.45,1.47,26.8
1954-01-01,32.18,1.49333,26.8
1954-11-01,33.44,1.51667,26.8
1954-12-01,34.97,1.54,26.7
1955-01-01,35.6,1.54667,26.7
1955-02-01,36.79,1.55333,26.7
1955-03-01,36.5,1.56,26.7
1955-04-01,37.76,1.56333,26.7
1955-05-01,37.6,1.56667,26.7
1955-06-01,39.78,1.57,26.7
1955-07-01,42.69,1.58667,26.8
1955-08-01,42.43,1.60333,26.8
1955-09-01,44.34,1.62,26.9
1955-01-01,42.11,1.62667,26.9
1955-11-01,44.95,1.63333,26.9
1955-12-01,45.37,1.64,26.8
1956-01-01,44.15,1.67,26.8
1956-02-01,44.43,1.7,26.8
1956-03-01,47.49,1.73,26.8
1956-04-01,48.05,1.75333,26.9
1956-05-01,46.54,1.77667,27.0
1956-06-01,46.27,1.8,27.2
1956-07-01,48.78,1.81333,27.4
1956-08-01,48.49,1.82667,27.3
1956-09-01,46.84,1.84,27.4
1956-01-01,46.24,1.80667,27.5
1956-11-01,45.76,1.77333,27.5
1956-12-01,46.44,1.74,27.6
1957-01-01,45.43,1.73667,27.6
1957-02-01,43.47,1.73333,27.7
1957-03-01,44.03,1.73,27.8
1957-04-01,45.05,1.73,27.9
1957-05-01,46.78,1.73,28.0
1957-06-01,47.55,1.73,28.1
1957-07-01,48.51,1.74,28.3
1957-08-01,45.84,1.75,28.3
1957-09-01,43.98,1.76,28.3
1957-01-01,41.24,1.77,28.3
1957-11-01,40.35,1.78,28.4
1957-12-01,40.33,1.79,28.4
1958-01-01,41.12,1.78333,28.6
1958-02-01,41.26,1.77667,28.6
1958-03-01,42.11,1.77,28.8
1958-04-01,42.34,1.75667,28.9
1958-05-01,43.7,1.74333,28.9
1958-06-01,44.75,1.73,28.9
1958-07-01,45.98,1.73,29.0
1958-08-01,47.7,1.73,28.9
1958-09-01,48.96,1.73,28.9
1958-01-01,50.95,1.73667,28.9
1958-11-01,52.5,1.74333,29.0
1958-12-01,53.49,1.75,28.9
1959-01-01,55.62,1.75667,29.0
1959-02-01,54.77,1.76333,28.9
1959-03-01,56.16,1.77,28.9
1959-04-01,57.1,1.77667,29.0
1959-05-01,57.96,1.78333,29.0
1959-06-01,57.46,1.79,29.1
1959-07-01,59.74,1.79667,29.2
1959-08-01,59.4,1.80333,29.2
1959-09-01,57.05,1.81,29.3
1959-01-01,57.0,1.81667,29.4
1959-11-01,57.23,1.82333,29.4
1959-12-01,59.06,1.83,29.4
1960-01-01,58.03,1.86667,29.3
1960-02-01,55.78,1.90333,29.4
1960-03-01,55.02,1.94,29.4
1960-04-01,55.73,1.94333,29.5
1960-05-01,55.22,1.94667,29.5
1960-06-01,57.26,1.95,29.6
1960-07-01,55.84,1.95,29.6
1960-08-01,56.51,1.95,29.6
1960-09-01,54.81,1.95,29.6
1960-01-01,53.73,1.95,29.8
1960-11-01,55.47,1.95,29.8
1960-12-01,56.8,1.95,29.8
1961-01-01,59.72,1.94667,29.8
1961-02-01,62.17,1.94333,29.8
1961-03-01,64.12,1.94,29.8
1961-04-01,65.83,1.94,29.8
1961-05-01,66.5,1.94,29.8
1961-06-01,65.62,1.94,29.8
1961-07-01,65.44,1.94667,30.0
1961-08-01,67.79,1.95333,29.9
1961-09-01,67.26,1.96,30.0
1961-01-01,68.0,1.98,30.0
1961-11-01,71.08,2.0,30.0
1961-12-01,71.74,2.02,30.0
1962-01-01,69.07,2.02667,30.0
1962-02-01,70.22,2.03333,30.1
1962-03-01,70.29,2.04,30.1
1962-04-01,68.05,2.04667,30.2
1962-05-01,62.99,2.05333,30.2
1962-06-01,55.63,2.06,30.2
1962-07-01,56.97,2.06667,30.3
1962-08-01,58.52,2.07333,30.3
1962-09-01,58.0,2.08,30.4
1962-01-01,56.17,2.09667,30.4
1962-11-01,60.04,2.11333,30.4
1962-12-01,62.64,2.13,30.4
1963-01-01,65.06,2.13667,30.4
1963-02-01,65.92,2.14333,30.4
1963-03-01,65.67,2.15,30.5
1963-04-01,68.76,2.16667,30.5
1963-05-01,70.14,2.18333,30.5
1963-06-01,70.11,2.2,30.6
1963-07-01,69.07,2.20333,30.7
1963-08-01,70.98,2.20667,30.7
1963-09-01,72.85,2.21,30.7
1963-01-01,73.03,2.23333,30.8
1963-11-01,72.62,2.25667,30.8
1963-12-01,74.17,2.28,30.9
1964-01-01,76.45,2.29667,30.9
1964-02-01,77.39,2.31333,30.9
1964-03-01,78.8,2.33,30.9
1964-04-01,79.94,2.34667,30.9
1964-05-01,80.72,2.36333,30.9
1964-06-01,80.24,2.38,31.0
1964-07-01,83.22,2.4,31.1
1964-08-01,82.0,2.42,31.0
1964-09-01,83.41,2.44,31.1
1964-01-01,84.85,2.46,31.1
1964-11-01,85.44,2.48,31.2
1964-12-01,83.96,2.5,31.2
1965-01-01,86.12,2.51667,31.2
1965-02-01,86.75,2.53333,31.2
1965-03-01,86.83,2.55,31.3
1965-04-01,87.97,2.57,31.4
1965-05-01,89.28,2.59,31.4
1965-06-01,85.04,2.61,31.6
1965-07-01,84.91,2.62667,31.6
1965-08-01,86.49,2.64333,31.6
1965-09-01,89.38,2.66,31.6
1965-01-01,91.39,2.68,31.7
1965-11-01,92.15,2.7,31.7
1965-12-01,91.73,2.72,31.8
1966-01-01,93.32,2.74,31.8
1966-02-01,92.69,2.76,32.0
1966-03-01,88.88,2.78,32.1
1966-04-01,91.6,2.79667,32.3
1966-05-01,86.78,2.81333,32.3
1966-06-01,86.06,2.83,32.4
1966-07-01,85.84,2.85,32.5
1966-08-01,80.65,2.87,32.7
1966-09-01,77.81,2.89,32.7
1966-01-01,77.13,2.88333,32.9
1966-11-01,80.99,2.87667,32.9
1966-12-01,81.33,2.87,32.9
1967-01-01,84.45,2.88,32.9
1967-02-01,87.36,2.89,32.9
1967-03-01,89.42,2.9,33.0
1967-04-01,90.96,2.9,33.1
1967-05-01,92.59,2.9,33.2
1967-06-01,91.43,2.9,33.3
1967-07-01,93.01,2.90667,33.4
1967-08-01,94.49,2.91333,33.5
1967-09-01,95.81,2.92,33.6
1967-01-01,95.66,2.92,33.7
1967-11-01,92.66,2.92,33.8
1967-12-01,95.3,2.92,33.9
1968-01-01,95.04,2.93,34.1
1968-02-01,90.75,2.94,34.2
1968-03-01,89.09,2.95,34.3
1968-04-01,95.67,2.96333,34.4
1968-05-01,97.87,2.97667,34.5
1968-06-01,100.5,2.99,34.7
1968-07-01,100.3,3.00333,34.9
1968-08-01,98.11,3.01667,35.0
1968-09-01,101.3,3.03,35.1
1968-01-01,103.8,3.04333,35.3
1968-11-01,105.4,3.05667,35.4
1968-12-01,106.5,3.07,35.5
1969-01-01,102.0,3.08,35.6
1969-02-01,101.5,3.09,35.8
1969-03-01,99.3,3.1,36.1
1969-04-01,101.3,3.11,36.3
1969-05-01,104.6,3.12,36.4
1969-06-01,99.14,3.13,36.6
1969-07-01,94.71,3.13667,36.8
1969-08-01,94.18,3.14333,37.0
1969-09-01,94.51,3.15,37.1
1969-01-01,95.52,3.15333,37.3
1969-11-01,96.21,3.15667,37.5
1969-12-01,91.11,3.16,37.7
1970-01-01,90.31,3.16333,37.8
1970-02-01,87.16,3.16667,38.0
1970-03-01,88.65,3.17,38.2
1970-04-01,85.95,3.17333,38.5
1970-05-01,76.06,3.17667,38.6
1970-06-01,75.59,3.18,38.8
1970-07-01,75.72,3.18333,39.0
1970-08-01,77.92,3.18667,39.0
1970-09-01,82.58,3.19,39.2
1970-01-01,84.37,3.17333,39.4
1970-11-01,84.28,3.15667,39.6
1970-12-01,90.05,3.14,39.8
1971-01-01,93.49,3.13,39.8
1971-02-01,97.11,3.12,39.9
1971-03-01,99.6,3.11,40.0
1971-04-01,103.0,3.10667,40.1
1971-05-01,101.6,3.10333,40.3
1971-06-01,99.72,3.1,40.6
1971-07-01,99.0,3.09667,40.7
1971-08-01,97.24,3.09333,40.8
1971-09-01,99.4,3.09,40.8
1971-01-01,97.29,3.08333,40.9
1971-11-01,92.78,3.07667,40.9
1971-12-01,99.17,3.07,41.1
1972-01-01,103.3,3.07,41.1
1972-02-01,105.2,3.07,41.3
1972-03-01,107.7,3.07,41.4
1972-04-01,108.8,3.07,41.5
1972-05-01,107.7,3.07,41.6
1972-06-01,108.0,3.07,41.7
1972-07-01,107.2,3.07333,41.9
1972-08-01,111.0,3.07667,42.0
1972-09-01,109.4,3.08,42.1
1972-01-01,109.6,3.10333,42.3
1972-11-01,115.1,3.12667,42.4
1972-12-01,117.5,3.15,42.5
1973-01-01,118.4,3.15667,42.6
1973-02-01,114.2,3.16333,42.9
1973-03-01,112.4,3.17,43.3
1973-04-01,110.3,3.18667,43.6
1973-05-01,107.2,3.20333,43.9
1973-06-01,104.8,3.22,44.2
1973-07-01,105.8,3.23667,44.3
1973-08-01,103.8,3.25333,45.1
1973-09-01,105.6,3.27,45.2
1973-01-01,109.8,3.30667,45.6
1973-11-01,102.0,3.34333,45.9
1973-12-01,94.78,3.38,46.2
1974-01-01,96.11,3.4,46.6
1974-02-01,93.45,3.42,47.2
1974-03-01,97.44,3.44,47.8
1974-04-01,92.46,3.46,48.0
1974-05-01,89.67,3.48,48.6
1974-06-01,89.79,3.5,49.0
1974-07-01,79.31,3.53,49.4
1974-08-01,76.03,3.56,50.0
1974-09-01,68.12,3.59,50.6
1974-01-01,69.44,3.59333,51.1
1974-11-01,71.74,3.59667,51.5
1974-12-01,67.07,3.6,51.9
1975-01-01,72.56,3.62333,52.1
1975-02-01,80.1,3.64667,52.5
1975-03-01,83.78,3.67,52.7
1975-04-01,84.72,3.68333,52.9
1975-05-01,90.1,3.69667,53.2
1975-06-01,92.4,3.71,53.6
1975-07-01,92.49,3.71,54.2
1975-08-01,85.71,3.71,54.3
1975-09-01,84.67,3.71,54.6
1975-01-01,88.57,3.7,54.9
1975-11-01,90.07,3.69,55.3
1975-12-01,88.7,3.68,55.5
1976-01-01,96.86,3.68333,55.6
1976-02-01,100.6,3.68667,55.8
1976-03-01,101.1,3.69,55.9
1976-04-01,101.9,3.71333,56.1
1976-05-01,101.2,3.73667,56.5
1976-06-01,101.8,3.76,56.8
1976-07-01,104.2,3.79,57.1
1976-08-01,103.3,3.82,57.4
1976-09-01,105.5,3.85,57.6
1976-01-01,101.9,3.91667,57.9
1976-11-01,101.2,3.98333,58.0
1976-12-01,104.7,4.05,58.2
1977-01-01,103.8,4.09667,58.5
1977-02-01,101.0,4.14333,59.1
1977-03-01,100.6,4.19,59.5
1977-04-01,99.05,4.24667,60.0
1977-05-01,98.76,4.30333,60.3
1977-06-01,99.29,4.36,60.7
1977-07-01,100.2,4.40667,61.0
1977-08-01,97.75,4.45333,61.2
1977-09-01,96.23,4.5,61.4
1977-01-01,93.74,4.55667,61.6
1977-11-01,94.28,4.61333,61.9
1977-12-01,93.82,4.67,62.1
1978-01-01,90.25,4.71333,62.5
1978-02-01,88.98,4.75667,62.9
1978-03-01,88.82,4.8,63.4
1978-04-01,92.71,4.83667,63.9
1978-05-01,97.41,4.87333,64.5
1978-06-01,97.66,4.91,65.2
1978-07-01,97.19,4.94667,65.7
1978-08-01,103.9,4.98333,66.0
1978-09-01,103.9,5.02,66.5
1978-01-01,100.6,5.03667,67.1
1978-11-01,94.71,5.05333,67.4
1978-12-01,96.11,5.07,67.7
1979-01-01,99.71,5.11333,68.3
1979-02-01,98.23,5.15667,69.1
1979-03-01,100.1,5.2,69.8
1979-04-01,102.1,5.24667,70.6
1979-05-01,99.73,5.29333,71.5
1979-06-01,101.7,5.34,72.3
1979-07-01,102.7,5.39667,73.1
1979-08-01,107.4,5.45333,73.8
1979-09-01,108.6,5.51,74.6
1979-01-01,104.5,5.55667,75.2
1979-11-01,103.7,5.60333,75.9
1979-12-01,107.8,5.65,76.7
1980-01-01,110.9,5.7,77.8
1980-02-01,115.3,5.75,78.9
1980-03-01,104.7,5.8,80.1
1980-04-01,103.0,5.84667,81.0
1980-05-01,107.7,5.89333,81.8
1980-06-01,114.6,5.94,82.7
1980-07-01,119.8,5.98333,82.7
1980-08-01,123.5,6.02667,83.3
1980-09-01,126.5,6.07,84.0
1980-01-01,130.2,6.1,84.8
1980-11-01,135.7,6.13,85.5
1980-12-01,133.5,6.16,86.3
1981-01-01,133.0,6.2,87.0
1981-02-01,128.4,6.24,87.9
1981-03-01,133.2,6.28,88.5
1981-04-01,134.4,6.31667,89.1
1981-05-01,131.7,6.35333,89.8
1981-06-01,132.3,6.39,90.6
1981-07-01,129.1,6.43333,91.6
1981-08-01,129.6,6.47667,92.3
1981-09-01,118.3,6.52,93.2
1981-01-01,119.8,6.55667,93.4
1981-11-01,122.9,6.59333,93.7
1981-12-01,123.8,6.63,94.0
1982-01-01,117.3,6.66,94.3
1982-02-01,114.5,6.69,94.6
1982-03-01,110.8,6.72,94.5
1982-04-01,116.3,6.75,94.9
1982-05-01,116.4,6.78,95.8
1982-06-01,109.7,6.81,97.0
1982-07-01,109.4,6.82333,97.5
1982-08-01,109.7,6.83667,97.7
1982-09-01,122.4,6.85,97.9
1982-01-01,132.7,6.85667,98.2
1982-11-01,138.1,6.86333,98.0
1982-12-01,139.4,6.87,97.6
1983-01-01,144.3,6.88333,97.8
1983-02-01,146.8,6.89667,97.9
1983-03-01,151.9,6.91,97.9
1983-04-01,157.7,6.92,98.6
1983-05-01,164.1,6.93,99.2
1983-06-01,166.4,6.94,99.5
1983-07-01,167.0,6.96,99.9
1983-08-01,162.4,6.98,100.2
1983-09-01,167.2,7.0,100.7
1983-01-01,167.7,7.03,101.0
1983-11-01,165.2,7.06,101.2
1983-12-01,164.4,7.09,101.3
1984-01-01,166.4,7.12,101.9
1984-02-01,157.3,7.15,102.4
1984-03-01,157.4,7.18,102.6
1984-04-01,157.6,7.22333,103.1
1984-05-01,156.6,7.26667,103.4
1984-06-01,153.1,7.31,103.7
1984-07-01,151.1,7.33333,104.1
1984-08-01,164.4,7.35667,104.5
1984-09-01,166.1,7.38,105.0
1984-01-01,164.8,7.43,105.3
1984-11-01,166.3,7.48,105.3
1984-12-01,164.5,7.53,105.3
1985-01-01,171.6,7.57333,105.5
1985-02-01,180.9,7.61667,106.0
1985-03-01,179.4,7.66,106.4
1985-04-01,180.6,7.68667,106.9
1985-05-01,184.9,7.71333,107.3
1985-06-01,188.9,7.74,107.6
1985-07-01,192.5,7.77333,107.8
1985-08-01,188.3,7.80667,108.0
1985-09-01,184.1,7.84,108.3
1985-01-01,186.2,7.86,108.7
1985-11-01,197.5,7.88,109.0
1985-12-01,207.3,7.9,109.3
1986-01-01,208.2,7.94,109.6
1986-02-01,219.4,7.98,109.3
1986-03-01,232.3,8.02,108.8
1986-04-01,238.0,8.04667,108.6
1986-05-01,238.5,8.07333,108.9
1986-06-01,245.3,8.1,109.5
1986-07-01,240.2,8.14333,109.5
1986-08-01,245.0,8.18667,109.7
1986-09-01,238.3,8.23,110.2
1986-01-01,237.4,8.24667,110.3
1986-11-01,245.1,8.26333,110.4
1986-12-01,248.6,8.28,110.5
1987-01-01,264.5,8.3,111.2
1987-02-01,280.9,8.32,111.6
1987-03-01,292.5,8.34,112.1
1987-04-01,289.3,8.4,112.7
1987-05-01,289.1,8.46,113.1
1987-06-01,301.4,8.52,113.5
1987-07-01,310.1,8.56667,113.8
1987-08-01,329.4,8.61333,114.4
1987-09-01,318.7,8.66,115.0
1987-01-01,280.2,8.71,115.3
1987-11-01,245.0,8.76,115.4
1987-12-01,241.0,8.81,115.4
1988-01-01,250.5,8.85667,115.7
1988-02-01,258.1,8.90333,116.0
1988-03-01,265.7,8.95,116.5
1988-04-01,262.6,9.04333,117.1
1988-05-01,256.1,9.13667,117.5
1988-06-01,270.7,9.23,118.0
1988-07-01,269.1,9.30667,118.5
1988-08-01,263.7,9.38333,119.0
1988-09-01,268.0,9.46,119.8
1988-01-01,277.4,9.55,120.2
1988-11-01,271.0,9.64,120.3
1988-12-01,276.5,9.75,120.5
1989-01-01,285.4,9.81333,121.1
1989-02-01,294.0,9.89667,121.6
1989-03-01,292.7,10.01,122.3
1989-04-01,302.3,10.0867,123.1
1989-05-01,313.9,10.1933,123.8
1989-06-01,323.7,10.37,124.1
1989-07-01,331.9,10.4233,124.4
1989-08-01,346.6,10.5467,124.6
1989-09-01,347.3,10.73,125.0
1989-01-01,347.4,10.7967,125.6
1989-11-01,340.2,10.9233,125.9
1989-12-01,348.6,11.06,126.1
1990-01-01,339.97,11.14,127.4
1990-02-01,330.45,11.23,128.0
1990-03-01,338.46,11.32,128.7
1990-04-01,338.18,11.4367,128.9
1990-05-01,350.25,11.5533,129.2
1990-06-01,360.39,11.66,129.9
1990-07-01,360.03,11.7267,130.4
1990-08-01,330.75,11.7833,131.6
1990-09-01,315.41,11.83,132.7
1990-01-01,307.12,11.9267,133.5
1990-11-01,315.29,12.0133,133.8
1990-12-01,328.75,12.09,133.8
1991-01-01,325.49,12.1067,134.6
1991-02-01,362.26,12.1133,134.8
1991-03-01,372.28,12.11,135.0
1991-04-01,379.68,12.13,135.2
1991-05-01,377.99,12.14,135.6
1991-06-01,378.29,12.15,136.0
1991-07-01,380.23,12.1933,136.2
1991-08-01,389.4,12.2367,136.6
1991-09-01,387.2,12.28,137.2
1991-01-01,386.88,12.2533,137.4
1991-11-01,385.92,12.2267,137.8
1991-12-01,388.51,12.2,137.9
1992-01-01,416.08,12.24,138.1
1992-02-01,412.56,12.28,138.6
1992-03-01,407.36,12.32,139.3
1992-04-01,407.41,12.32,139.5
1992-05-01,414.81,12.32,139.7
1992-06-01,408.27,12.32,140.2
1992-07-01,415.05,12.3433,140.5
1992-08-01,417.93,12.3667,140.9
1992-09-01,418.48,12.4,141.3
1992-01-01,412.5,12.3867,141.8
1992-11-01,422.84,12.3833,142.0
1992-12-01,435.64,12.39,141.9
1993-01-01,435.23,12.4133,142.6
